timestamp_unix;timestamp_esp;device_id;suhu;kelembaban;interval_ms;latency_ms;jitter_ms;packet_rate;label
1.779.149.491.497;1296005;ESP32-IDS-01;29.0;68.1;685;20;1;2.6;normal
1779151252.43;1054487;ESP32-IDS-01;29.9;64.8;941;21;1;2.4;dos
1.779.159.644.726;39990;ESP32-IDS-01;30.7;60.9;686;24;21;4.72;dos
1.779.151.501.686;1303756;ESP32-IDS-01;30.0;64.0;849;20;0;3.3;dos
1.779.148.626.966;431469;ESP32-IDS-01;28.8;69.1;628;20;0;1.2;normal
1.779.166.055.019;158856;ESP32-IDS-01;31.5;56.1;2028;754;522;1.3;dos
1.779.151.253.267;1055322;ESP32-IDS-01;29.9;64.8;835;21;2;3.0;dos
1.779.157.620.854;93848;ESP32-IDS-01;30.3;61.2;752;35;18;2.8;dos
1779155187.27;455372;ESP32-IDS-01;30.0;62.3;468;27;10;4.74;dos
1.779.164.804.164;475959;ESP32-IDS-01;30.3;62.1;643;17;2;3.61;dos
1.779.146.584.879;81464;ESP32-IDS-01;28.6;63.9;316;19;0;3.5;normal
1.779.164.620.197;291903;ESP32-IDS-01;29.9;64.0;939;41;6;6.56;dos
1.779.146.083.415;26250;ESP32-IDS-01;28.5;64.1;931;21;1;0.9;normal
1779155411.27;102063;ESP32-IDS-01;30.0;62.3;481;23;5;2.3;dos
1.779.151.309.983;1112045;ESP32-IDS-01;29.9;64.5;309;20;0;2.2;dos
1779154110.01;247069;ESP32-IDS-01;29.9;62.6;993;19;3;3.51;dos
1779150341.52;143541;ESP32-IDS-01;28.8;68.0;786;21;3;3.77;dos
1.779.145.131.945;398855;ESP32-IDS-01;28.2;69.5;630;21;1;0.1;normal
1.779.151.272.757;1074781;ESP32-IDS-01;29.9;64.6;751;24;4;2.6;dos
1.779.165.969.239;75302;ESP32-IDS-01;31.4;57.6;602;21;5;0.2;dos
1.779.150.733.437;534270;ESP32-IDS-01;29.4;66.6;10000;401;515;1.59;dos
1.779.152.257.666;2057601;ESP32-IDS-01;29.9;64.3;6061;735;1014;2.56;dos
1.779.149.753.705;1558240;ESP32-IDS-01;29.0;67.8;952;21;2;3.2;normal
1.779.154.497.736;159120;ESP32-IDS-01;30.1;62.3;7581;9999;0;1.3;dos
1.779.167.164.246;203072;ESP32-IDS-01;28.8;53.3;626;36;11;3.3;dos
1.779.145.550.415;817309;ESP32-IDS-01;28.4;68.8;780;31;16;1.2;normal
1.779.146.494.209;121977;ESP32-IDS-01;28.6;63.0;898;20;0;0.2;normal
1.779.149.335.818;1140345;ESP32-IDS-01;29.0;68.2;648;20;1;2.3;normal
1.779.148.913.485;718004;ESP32-IDS-01;28.9;68.5;917;18;0;0.7;normal
1.779.146.117.023;59842;ESP32-IDS-01;28.5;62.8;768;19;1;2.0;normal
1.779.167.105.101;143992;ESP32-IDS-01;28.8;53.3;933;19;2;0.3;dos
1779148393.52;198019;ESP32-IDS-01;28.6;69.9;690;19;1;0.7;normal
1.779.149.425.219;1229748;ESP32-IDS-01;29.0;68.0;750;20;1;2.1;normal
1.779.151.443.565;1245628;ESP32-IDS-01;30.0;64.1;973;22;1;1.6;dos
1.779.156.073.158;62789;ESP32-IDS-01;30.1;62.0;10000;3335;1488;2.58;dos
1.779.145.725.315;12793;ESP32-IDS-01;28.5;63.6;686;20;0;1.8;normal
1.779.150.599.509;384396;ESP32-IDS-01;29.2;67.2;10000;9999;0;1.27;dos
1.779.154.331.695;10802;ESP32-IDS-01;30.0;62.4;732;24;8;2.27;dos
1779149608.95;1413488;ESP32-IDS-01;29.0;67.7;618;20;0;1.6;normal
1.779.155.817.414;95501;ESP32-IDS-01;30.1;62.2;486;26;11;4.46;dos
1.779.150.925.126;726746;ESP32-IDS-01;29.5;66.2;1200;160;189;2.23;dos
1.779.145.673.451;940374;ESP32-IDS-01;28.4;66.5;732;23;6;1.8;normal
1.779.146.743.972;119395;ESP32-IDS-01;28.6;62.8;320;20;0;2.8;normal
1.779.150.685.192;481007;ESP32-IDS-01;29.3;66.8;10000;2054;2385;0.95;dos
1.779.165.207.808;879609;ESP32-IDS-01;30.9;59.7;945;19;4;5.52;dos
1.779.157.388.565;88005;ESP32-IDS-01;30.1;61.7;486;24;9;14.75;dos
1.779.164.528.742;200370;ESP32-IDS-01;29.7;64.7;4802;61;49;3.31;dos
1.779.149.351.153;1155681;ESP32-IDS-01;29.0;68.2;530;20;0;2.3;normal
1.779.145.463.441;730216;ESP32-IDS-01;28.3;67.7;941;69;147;3.3;normal
1.779.145.735.582;23085;ESP32-IDS-01;28.5;64.7;376;20;0;2.5;normal
1.779.150.062.229;1866737;ESP32-IDS-01;29.0;67.7;789;33;37;3.2;dos
1.779.148.586.678;391180;ESP32-IDS-01;28.7;69.4;741;20;0;2.7;normal
1.779.155.545.133;235861;ESP32-IDS-01;30.0;62.3;903;44;68;4.61;dos
1.779.145.529.312;796236;ESP32-IDS-01;28.4;68.1;748;20;1;1.9;normal
1.779.155.685.497;12161;ESP32-IDS-01;30.0;62.1;898;28;26;1.5;dos
1.779.146.609.743;106331;ESP32-IDS-01;28.7;64.1;426;20;4;1.7;normal
1.779.145.690.579;957509;ESP32-IDS-01;28.5;64.2;407;21;2;1.8;normal
1.779.158.692.911;173381;ESP32-IDS-01;30.1;61.9;2372;361;514;2.52;dos
1.779.145.265.587;532502;ESP32-IDS-01;28.2;67.1;627;19;2;2.8;normal
1.779.152.216.809;2018910;ESP32-IDS-01;29.8;64.3;329;16;0;3.54;dos
1.779.154.021.848;158924;ESP32-IDS-01;30.0;62.5;873;17;1;2.45;dos
1.779.164.671.346;343126;ESP32-IDS-01;30.0;63.3;590;20;9;5.29;dos
1.779.166.373.844;40584;ESP32-IDS-01;30.0;53.3;474;30;18;1.6;dos
1.779.165.968.271;74342;ESP32-IDS-01;31.4;57.6;5386;20;2;1.5;dos
1.779.149.477.755;1282286;ESP32-IDS-01;28.9;68.2;498;21;3;1.2;normal
1.779.149.758.805;1563341;ESP32-IDS-01;29.0;67.8;875;22;11;0.1;normal
1.779.146.309.537;252389;ESP32-IDS-01;28.6;63.8;555;18;4;1.4;normal
1.779.157.935.363;88603;ESP32-IDS-01;30.3;60.8;571;39;24;2.25;dos
1.779.146.454.323;82100;ESP32-IDS-01;28.7;65.0;1174;17;2;0.3;normal
1.779.148.705.703;510207;ESP32-IDS-01;28.9;68.7;366;20;0;1.3;normal
1779145858.33;40595;ESP32-IDS-01;28.5;65.5;785;18;1;3.2;normal
1.779.165.779.796;26559;ESP32-IDS-01;31.5;57.0;10000;9999;0;3.35;dos
1.779.167.215.933;254674;ESP32-IDS-01;28.7;53.0;410;54;7;3.34;dos
1.779.149.037.918;842431;ESP32-IDS-01;29.0;68.2;437;19;1;0.5;normal
1.779.145.971.886;154150;ESP32-IDS-01;28.6;62.6;371;20;0;2.9;normal
1.779.145.684.949;951696;ESP32-IDS-01;28.5;65.0;487;82;93;2.9;normal
1779151330.52;1132584;ESP32-IDS-01;29.9;64.4;741;20;0;2.7;dos
1.779.157.977.581;130864;ESP32-IDS-01;30.2;60.9;453;24;16;3.51;dos
1.779.146.195.807;138651;ESP32-IDS-01;28.6;62.9;420;20;1;3.1;normal
1.779.146.594.717;91281;ESP32-IDS-01;28.7;64.9;571;20;0;1.5;normal
1.779.146.078.332;21172;ESP32-IDS-01;28.5;64.1;972;19;2;1.5;normal
1.779.151.573.737;1375808;ESP32-IDS-01;29.9;64.1;723;20;0;1.1;dos
1.779.157.117.084;259979;ESP32-IDS-01;29.9;62.6;1912;96;88;2.4;dos
1.779.146.215.408;158225;ESP32-IDS-01;28.6;64.3;679;20;1;0.9;normal
1.779.148.476.192;280684;ESP32-IDS-01;28.7;69.5;738;22;6;0.1;normal
1.779.148.234.386;38848;ESP32-IDS-01;28.0;69.1;590;29;14;3.1;normal
1.779.159.645.861;39990;ESP32-IDS-01;30.7;60.9;686;24;21;4.72;dos
1.779.154.688.666;366275;ESP32-IDS-01;30.0;62.3;6291;192;407;1.56;dos
1.779.148.719.972;524482;ESP32-IDS-01;29.0;68.5;941;19;1;0.3;normal
1.779.146.278.268;221116;ESP32-IDS-01;28.6;65.1;945;19;0;2.5;normal
1.779.151.558.249;1360321;ESP32-IDS-01;29.9;64.1;876;20;0;3.2;dos
1.779.166.193.071;49386;ESP32-IDS-01;31.2;56.2;1211;25;5;3.73;dos
1.779.150.247.925;49929;ESP32-IDS-01;28.9;67.9;993;19;2;3.3;dos
1.779.146.054.042;236308;ESP32-IDS-01;28.5;65.5;485;20;0;2.6;normal
1.779.145.146.092;413004;ESP32-IDS-01;28.2;69.4;637;20;0;0.3;normal
1.779.149.532.709;1337245;ESP32-IDS-01;29.0;68.0;713;19;1;2.4;normal
1779145179.42;446316;ESP32-IDS-01;28.3;69.2;453;18;2;0.3;normal
1.779.165.164.861;836576;ESP32-IDS-01;30.9;59.6;890;47;43;1.4;dos
1.779.151.318.227;1120288;ESP32-IDS-01;29.9;64.4;715;21;2;3.5;dos
1.779.156.942.679;88830;ESP32-IDS-01;29.9;62.4;563;24;10;1.3;dos
1.779.149.765.015;1569561;ESP32-IDS-01;29.0;67.8;496;19;1;0.1;normal
1.779.149.351.916;1156243;ESP32-IDS-01;29.0;68.2;562;87;98;1.8;normal
1.779.148.642.006;446487;ESP32-IDS-01;28.8;69.0;910;20;1;2.3;normal
1.779.166.733.311;278561;ESP32-IDS-01;29.2;53.0;633;17;0;10.28;dos
1.779.149.608.333;1412870;ESP32-IDS-01;29.0;67.7;727;20;0;0.3;normal
1.779.149.492.695;1297228;ESP32-IDS-01;29.0;68.1;664;20;5;2.7;normal
1.779.154.960.043;228156;ESP32-IDS-01;30.0;62.5;796;22;6;5.53;dos
1.779.149.773.762;1578307;ESP32-IDS-01;29.0;67.8;744;19;1;2.9;normal
1.779.146.711.042;86463;ESP32-IDS-01;28.6;63.6;579;21;1;1.9;normal
1.779.152.347.968;2146738;ESP32-IDS-01;29.9;64.0;2360;407;514;3.22;dos
1.779.159.330.523;140680;ESP32-IDS-01;30.4;61.2;934;363;1039;3.57;dos
1.779.159.952.061;84874;ESP32-IDS-01;30.5;61.4;3356;75;47;1.8;dos
1.779.149.540.412;1344945;ESP32-IDS-01;29.0;68.0;905;21;1;0.9;normal
1779145499.41;765968;ESP32-IDS-01;28.3;68.7;825;134;169;2.3;normal
1.779.151.000.176;788312;ESP32-IDS-01;29.6;65.9;10000;9999;0;2.68;dos
1.779.157.710.407;11582;ESP32-IDS-01;30.3;61.1;898;27;15;1.5;dos
1.779.159.597.453;407642;ESP32-IDS-01;30.7;61.0;1397;366;509;4.22;dos
1779149248.26;1052634;ESP32-IDS-01;28.9;68.5;944;70;148;1.4;normal
1.779.149.462.843;1267376;ESP32-IDS-01;28.9;68.2;839;20;1;1.4;normal
1.779.157.884.839;38138;ESP32-IDS-01;30.3;60.8;1220;21;4;2.42;dos
1.779.157.563.832;33924;ESP32-IDS-01;30.2;60.1;777;999;1413;5.46;dos
1.779.158.642.312;94406;ESP32-IDS-01;30.0;61.8;958;9999;0;3.33;dos
1.779.167.086.341;125235;ESP32-IDS-01;28.8;53.2;737;18;1;0.8;dos
1.779.148.670.222;474717;ESP32-IDS-01;28.9;68.9;878;21;2;1.1;normal
1.779.157.694.201;166999;ESP32-IDS-01;30.3;61.2;9395;91;66;1.41;dos
1779156356.93;49451;ESP32-IDS-01;30.0;61.8;801;31;23;4.15;dos
1.779.148.781.824;586312;ESP32-IDS-01;28.9;68.5;625;19;0;3.2;normal
1.779.149.212.208;1016703;ESP32-IDS-01;28.8;68.5;584;19;2;1.5;normal
1.779.145.630.164;897096;ESP32-IDS-01;28.4;65.4;563;20;1;0.9;normal
1.779.145.089.725;356638;ESP32-IDS-01;28.2;69.8;836;20;1;3.0;normal
1.779.153.344.153;318910;ESP32-IDS-01;30.1;62.7;613;43;13;0.3;dos
1.779.149.665.003;1469546;ESP32-IDS-01;29.0;67.8;780;19;1;1.2;normal
1.779.165.472.966;1142471;ESP32-IDS-01;31.1;59.1;572;70;24;4.55;dos
1.779.146.635.913;11321;ESP32-IDS-01;28.7;61.6;965;24;6;3.4;normal
1.779.149.331.309;1135789;ESP32-IDS-01;28.9;68.3;331;28;24;3.5;normal
1.779.151.560.389;1362461;ESP32-IDS-01;29.9;64.1;362;20;0;0.3;dos
1.779.151.381.475;1183541;ESP32-IDS-01;29.9;64.3;529;20;1;0.5;dos
1.779.157.889.369;42643;ESP32-IDS-01;30.3;59.4;667;32;13;2.0;dos
1.779.156.390.277;65976;ESP32-IDS-01;30.1;61.8;10000;9999;0;0.5;dos
1779146709.5;84893;ESP32-IDS-01;28.6;63.6;633;22;1;0.8;normal
1.779.148.704.558;509048;ESP32-IDS-01;28.9;68.7;1225;17;2;0.1;normal
1.779.165.744.128;1415959;ESP32-IDS-01;31.4;58.1;943;20;4;3.66;dos
1779158344.49;11363;ESP32-IDS-01;30.4;61.0;924;38;32;4.38;dos
1779150092.63;1897181;ESP32-IDS-01;28.9;67.8;866;21;2;1.2;dos
1.779.146.265.543;208364;ESP32-IDS-01;28.6;63.2;963;20;1;3.5;normal
1.779.148.754.223;558730;ESP32-IDS-01;29.0;68.4;926;20;0;3.2;normal
1.779.149.681.135;1485677;ESP32-IDS-01;29.0;67.8;885;19;2;3.0;normal
1.779.157.799.297;6670;ESP32-IDS-01;30.3;59.6;466;33;23;4.39;dos
1.779.148.272.301;76791;ESP32-IDS-01;28.1;70.2;494;21;2;2.0;normal
1.779.156.721.996;414471;ESP32-IDS-01;30.1;61.7;921;49;64;2.29;dos
1.779.148.845.245;649755;ESP32-IDS-01;28.9;68.6;978;20;0;2.1;normal
1.779.148.352.922;157420;ESP32-IDS-01;28.5;70.1;380;19;1;2.4;normal
1.779.145.744.553;32059;ESP32-IDS-01;28.5;65.0;998;19;3;0.2;normal
1.779.152.709.508;186280;ESP32-IDS-01;29.9;63.4;3136;17;0;3.22;dos
1.779.145.170.442;437344;ESP32-IDS-01;28.3;69.1;707;23;9;1.3;normal
1.779.149.754.138;1558684;ESP32-IDS-01;29.0;67.8;444;19;1;2.4;normal
1779159641.52;38830;ESP32-IDS-01;30.7;60.9;898;20;6;3.73;dos
1.779.156.355.622;48171;ESP32-IDS-01;30.0;61.8;1189;24;3;1.54;dos
1.779.146.193.429;136271;ESP32-IDS-01;28.6;63.4;982;18;2;2.9;normal
1.779.156.399.543;92052;ESP32-IDS-01;30.1;61.8;752;36;27;4.13;dos
1.779.150.657.752;459755;ESP32-IDS-01;29.3;66.9;351;27;5;5.45;dos
1.779.152.983.129;459859;ESP32-IDS-01;29.9;63.1;895;27;8;3.93;dos
1.779.156.136.778;139020;ESP32-IDS-01;30.0;62.0;895;19;4;1.42;dos
1.779.145.668.484;935392;ESP32-IDS-01;28.4;65.4;563;20;2;2.8;normal
1.779.146.449.208;76979;ESP32-IDS-01;28.7;64.9;833;19;1;2.5;normal
1.779.149.490.787;1295320;ESP32-IDS-01;28.9;68.1;796;20;0;1.2;normal
1.779.145.645.252;912171;ESP32-IDS-01;28.4;64.9;475;23;11;1.6;normal
1.779.145.862.931;45197;ESP32-IDS-01;28.5;64.8;895;18;2;0.3;normal
1.779.151.548.871;1350946;ESP32-IDS-01;29.9;64.1;758;19;1;1.1;dos
1.779.167.092.771;131667;ESP32-IDS-01;28.8;53.1;785;18;2;3.2;dos
1.779.149.173.527;978050;ESP32-IDS-01;28.8;68.5;446;20;1;2.5;normal
1.779.166.283.557;139899;ESP32-IDS-01;30.8;54.6;807;42;12;2.6;dos
1.779.155.626.582;30127;ESP32-IDS-01;30.0;62.2;10000;1084;24;3.3;dos
1.779.164.842.524;514239;ESP32-IDS-01;30.3;61.9;445;30;21;1.3;dos
1779145597.37;864299;ESP32-IDS-01;28.4;67.7;660;20;0;3.1;normal
1.779.158.218.826;361582;ESP32-IDS-01;30.3;60.9;811;1848;858;4.33;dos
1.779.146.369.768;51797;ESP32-IDS-01;28.7;65.1;989;20;1;2.8;normal
1.779.145.385.813;652710;ESP32-IDS-01;28.3;68.9;892;20;0;0.3;normal
1.779.146.798.207;13698;ESP32-IDS-01;28.6;63.1;965;19;2;2.3;normal
1.779.148.401.878;206376;ESP32-IDS-01;28.6;69.9;748;20;1;2.6;normal
1779148411.64;216135;ESP32-IDS-01;28.6;69.8;949;20;3;2.0;normal
1.779.150.880.928;682965;ESP32-IDS-01;29.5;66.1;1181;21;2;3.75;dos
1.779.167.305.923;344770;ESP32-IDS-01;28.7;52.7;428;36;21;5.74;dos
1.779.145.233.013;499928;ESP32-IDS-01;28.3;69.0;427;20;1;1.9;normal
1779145280.49;547384;ESP32-IDS-01;28.3;68.9;598;20;1;2.4;normal
1.779.145.321.518;588432;ESP32-IDS-01;28.3;66.7;849;21;1;3.3;normal
1.779.149.734.375;1538895;ESP32-IDS-01;29.0;67.9;988;19;3;3.1;normal
1.779.159.239.413;50621;ESP32-IDS-01;30.5;60.8;322;22;7;2.4;dos
1.779.151.347.821;1149883;ESP32-IDS-01;29.9;64.4;370;21;1;2.5;dos
1.779.150.110.502;1915028;ESP32-IDS-01;28.9;67.9;828;21;1;1.1;dos
1.779.146.688.326;63708;ESP32-IDS-01;28.6;64.6;903;23;6;3.5;normal
1.779.151.236.766;1038826;ESP32-IDS-01;29.8;64.8;738;20;1;0.3;dos
1.779.153.893.703;24688;ESP32-IDS-01;30.0;62.5;479;38;31;1.5;dos
1.779.146.657.926;33321;ESP32-IDS-01;28.7;63.2;780;21;1;2.8;normal
1.779.146.471.821;99580;ESP32-IDS-01;28.6;63.6;922;23;4;2.2;normal
1.779.154.874.978;143041;ESP32-IDS-01;30.0;62.4;993;27;14;3.3;dos
1.779.159.685.322;81553;ESP32-IDS-01;30.7;60.9;705;36;27;3.82;dos
1.779.159.233.289;38726;ESP32-IDS-01;30.6;60.7;2527;623;831;1.9;dos
1.779.152.218.112;2020206;ESP32-IDS-01;29.8;64.3;827;18;3;2.4;dos
1779164951.25;614259;ESP32-IDS-01;30.5;61.0;984;1342;510;3.0;dos
1.779.145.611.423;878345;ESP32-IDS-01;28.4;67.5;670;22;2;2.0;normal
1.779.145.356.321;623241;ESP32-IDS-01;28.3;68.7;407;20;0;0.7;normal
1.779.150.099.159;1903713;ESP32-IDS-01;28.9;67.9;340;20;3;1.0;dos
1.779.150.744.764;546774;ESP32-IDS-01;29.5;66.3;1279;31;10;3.38;dos
1.779.146.121.476;64080;ESP32-IDS-01;28.5;64.8;796;98;123;0.5;normal
1.779.145.898.237;80496;ESP32-IDS-01;28.6;65.5;626;20;0;3.3;normal
1.779.145.663.129;930054;ESP32-IDS-01;28.4;66.7;699;20;1;3.4;normal
1.779.148.612.933;417437;ESP32-IDS-01;28.8;69.1;518;20;0;2.8;normal
1.779.151.011.171;811909;ESP32-IDS-01;29.7;65.7;587;447;499;8.51;dos
1.779.159.953.901;86925;ESP32-IDS-01;30.5;61.5;463;17;1;4.72;dos
1.779.150.089.995;1894548;ESP32-IDS-01;28.9;67.8;301;20;1;2.9;dos
1779145991.58;173847;ESP32-IDS-01;28.6;64.6;593;19;2;1.8;normal
1.779.158.160.625;313925;ESP32-IDS-01;30.4;60.6;631;24;3;3.88;dos
1.779.151.566.989;1369059;ESP32-IDS-01;29.9;64.1;998;20;0;2.9;dos
1.779.146.103.056;45868;ESP32-IDS-01;28.5;62.4;993;21;2;3.3;normal
1.779.151.255.532;1057589;ESP32-IDS-01;29.9;64.8;608;20;0;3.5;dos
1.779.150.785.258;587271;ESP32-IDS-01;29.5;66.3;701;21;14;0.1;dos
1.779.150.071.122;1875671;ESP32-IDS-01;29.0;67.7;701;21;2;2.0;dos
1779145979.38;161648;ESP32-IDS-01;28.6;63.6;627;19;2;1.9;normal
1.779.148.745.796;550305;ESP32-IDS-01;29.0;68.4;457;20;2;0.8;normal
1.779.148.996.004;800486;ESP32-IDS-01;29.0;68.2;344;31;16;3.1;normal
1.779.148.800.452;604962;ESP32-IDS-01;28.9;68.5;629;20;0;0.4;normal
1.779.145.690.169;957102;ESP32-IDS-01;28.5;64.2;697;20;0;1.1;normal
1.779.156.720.587;413122;ESP32-IDS-01;30.1;61.7;3696;35;26;2.8;dos
1.779.149.247.169;1051690;ESP32-IDS-01;28.9;68.5;751;20;1;2.3;normal
1.779.146.342.181;24210;ESP32-IDS-01;28.7;63.8;728;20;0;1.3;normal
1.779.146.585.998;82415;ESP32-IDS-01;28.6;63.9;951;77;86;0.3;normal
1.779.152.742.917;210020;ESP32-IDS-01;29.9;63.4;10000;3569;1620;2.0;dos
1.779.146.240.402;183222;ESP32-IDS-01;28.6;63.9;909;20;1;0.9;normal
1.779.156.120.094;122168;ESP32-IDS-01;30.0;62.0;10000;67;8;0.88;dos
1.779.149.117.391;921917;ESP32-IDS-01;28.9;68.3;737;18;2;0.9;normal
1.779.153.013.037;477024;ESP32-IDS-01;29.9;63.1;10000;9999;0;1.87;dos
1.779.153.324.346;278268;ESP32-IDS-01;30.0;62.7;892;9999;0;3.5;dos
1.779.145.317.631;584549;ESP32-IDS-01;28.3;68.4;926;21;1;3.2;normal
1.779.149.681.135;1485677;ESP32-IDS-01;29.0;67.8;885;19;2;3.0;normal
1.779.159.551.172;362393;ESP32-IDS-01;30.6;61.1;750;21;7;4.97;dos
1.779.156.628.727;321260;ESP32-IDS-01;30.1;61.7;457;26;13;3.5;dos
1.779.145.448.928;715852;ESP32-IDS-01;28.3;68.5;960;20;0;1.2;normal
1.779.159.462.147;273337;ESP32-IDS-01;30.6;61.1;993;25;9;3.51;dos
1.779.154.560.231;239286;ESP32-IDS-01;30.1;62.3;993;48;46;2.5;dos
1.779.156.961.071;94496;ESP32-IDS-01;29.9;62.5;876;9999;0;2.0;dos
1.779.154.287.809;83525;ESP32-IDS-01;30.0;62.5;931;41;27;0.9;dos
1.779.145.936.783;119042;ESP32-IDS-01;28.6;63.1;320;21;0;2.8;normal
1.779.153.689.706;30080;ESP32-IDS-01;30.0;61.2;10000;261;168;0.14;dos
1.779.156.758.171;450721;ESP32-IDS-01;30.1;61.7;3118;27;16;0.3;dos
1.779.146.344.731;26761;ESP32-IDS-01;28.7;65.3;931;20;1;0.9;normal
1.779.148.919.695;724213;ESP32-IDS-01;28.9;68.5;756;19;2;2.7;normal
1779154067.15;204220;ESP32-IDS-01;29.9;62.6;300;21;9;5.73;dos
1.779.145.373.835;640755;ESP32-IDS-01;28.3;68.9;533;20;1;0.8;normal
1.779.145.709.386;976299;ESP32-IDS-01;28.5;65.2;607;19;3;2.6;normal
1.779.166.515.973;61223;ESP32-IDS-01;29.5;54.9;958;18;1;1.24;dos
1.779.165.607.885;1277602;ESP32-IDS-01;31.3;58.5;1321;40;2;2.26;dos
1.779.155.729.263;7310;ESP32-IDS-01;30.0;60.7;626;50;27;4.9;dos
1.779.157.167.342;11108;ESP32-IDS-01;30.0;62.4;965;22;5;3.4;dos
1.779.153.217.987;186723;ESP32-IDS-01;30.0;62.9;746;22;8;4.04;dos
1.779.146.155.991;98834;ESP32-IDS-01;28.6;63.9;535;19;1;1.9;normal
1.779.151.355.275;1157342;ESP32-IDS-01;29.9;64.4;924;19;3;3.2;dos
1.779.153.112.804;84338;ESP32-IDS-01;29.9;63.1;10000;397;1009;0.2;dos
1.779.146.407.529;35295;ESP32-IDS-01;28.7;63.1;560;20;0;1.4;normal
1.779.157.108.913;254569;ESP32-IDS-01;29.9;62.6;10000;179;235;3.54;dos
1.779.159.286.258;97471;ESP32-IDS-01;30.5;61.0;998;21;6;1.2;dos
1.779.148.489.924;294422;ESP32-IDS-01;28.7;69.5;936;20;0;3.0;normal
1779148714.68;519181;ESP32-IDS-01;29.0;68.5;934;22;3;0.3;normal
1.779.155.454.131;144939;ESP32-IDS-01;30.0;62.3;971;20;10;4.13;dos
1.779.149.559.966;1364500;ESP32-IDS-01;29.0;67.9;990;19;3;1.6;normal
1.779.149.656.326;1460860;ESP32-IDS-01;29.0;67.7;977;20;0;3.4;normal
1.779.145.878.125;60179;ESP32-IDS-01;28.5;65.7;768;80;92;2.0;normal
1779155055.71;323703;ESP32-IDS-01;30.1;62.3;571;57;53;3.25;dos
1.779.152.578.459;55218;ESP32-IDS-01;29.9;63.5;602;21;5;1.86;dos
1.779.145.746.401;33890;ESP32-IDS-01;28.5;66.4;314;23;5;2.6;normal
1.779.167.441.248;480137;ESP32-IDS-01;28.6;52.3;1142;25;24;2.68;dos
1.779.166.736.667;281825;ESP32-IDS-01;29.2;54.4;483;39;65;7.24;dos
1.779.158.111.652;264936;ESP32-IDS-01;30.3;60.8;993;28;8;3.51;dos
1.779.165.071.529;742308;ESP32-IDS-01;30.8;60.1;756;361;517;3.1;dos
1.779.157.937.192;90492;ESP32-IDS-01;30.3;60.8;958;23;6;2.29;dos
1.779.153.148.764;118404;ESP32-IDS-01;29.9;63.2;10000;1728;1923;0.25;dos
1.779.150.094.946;1899506;ESP32-IDS-01;28.9;67.8;879;18;1;1.1;dos
1.779.148.602.022;406525;ESP32-IDS-01;28.8;69.2;567;20;0;1.2;normal
1.779.164.667.743;339502;ESP32-IDS-01;29.9;63.8;733;25;17;2.86;dos
1.779.145.164.031;430949;ESP32-IDS-01;28.3;71.8;352;18;1;2.9;normal
1.779.146.467.073;94842;ESP32-IDS-01;28.6;64.9;439;20;2;2.8;normal
1.779.146.261.627;204447;ESP32-IDS-01;28.6;63.8;445;19;1;1.3;normal
1.779.150.114.769;1919314;ESP32-IDS-01;28.9;67.9;724;23;8;0.5;dos
1.779.152.172.758;1974809;ESP32-IDS-01;29.8;64.3;957;26;7;2.94;dos
1.779.146.774.115;149523;ESP32-IDS-01;28.6;63.8;349;26;9;2.9;normal
1.779.148.642.006;446487;ESP32-IDS-01;28.8;69.0;910;20;1;2.3;normal
1.779.145.769.218;56686;ESP32-IDS-01;28.5;64.9;301;29;15;3.0;normal
1.779.155.547.788;236431;ESP32-IDS-01;30.0;62.4;570;32;20;5.05;dos
1.779.166.105.553;210592;ESP32-IDS-01;31.6;57.7;2330;373;536;0.73;dos
1.779.157.753.452;54575;ESP32-IDS-01;30.3;60.9;376;39;23;2.5;dos
1.779.148.713.769;518247;ESP32-IDS-01;29.0;68.5;824;19;4;2.6;normal
1.779.156.809.311;501865;ESP32-IDS-01;30.0;62.2;752;29;13;2.23;dos
1.779.153.746.928;88056;ESP32-IDS-01;30.0;62.5;571;27;5;2.25;dos
1.779.145.649.415;916347;ESP32-IDS-01;28.4;63.2;789;19;4;2.3;normal
1.779.148.229.831;34322;ESP32-IDS-01;27.9;69.0;314;20;1;2.6;normal
1779149258.43;1062957;ESP32-IDS-01;28.9;68.5;995;19;1;0.8;normal
1.779.149.782.234;1586753;ESP32-IDS-01;29.0;67.8;527;20;0;2.3;normal
1.779.152.128.335;1930367;ESP32-IDS-01;29.9;64.3;747;28;0;2.2;dos
1.779.150.701.786;502757;ESP32-IDS-01;29.4;66.6;590;374;536;1.9;dos
1.779.146.339.653;21683;ESP32-IDS-01;28.6;62.3;972;19;2;1.5;normal
1.779.148.981.974;786488;ESP32-IDS-01;28.9;68.4;606;21;3;3.3;normal
1.779.148.620.313;424819;ESP32-IDS-01;28.8;69.1;868;19;2;1.0;normal
1.779.146.659.946;35367;ESP32-IDS-01;28.7;63.2;995;20;0;2.2;normal
1.779.166.156.202;12589;ESP32-IDS-01;31.3;57.3;898;35;11;3.73;dos
1.779.154.150.664;287602;ESP32-IDS-01;29.9;62.7;1301;55;95;3.5;dos
1.779.158.477.393;97508;ESP32-IDS-01;30.2;61.5;1201;365;522;1.03;dos
1.779.157.217.469;43877;ESP32-IDS-01;30.1;62.3;667;26;12;2.0;dos
1.779.145.595.928;862827;ESP32-IDS-01;28.4;67.7;601;21;0;1.1;normal
